tokenId,tokenName,price,tokenTypeId,updateTime
0x2023010917021000000000000000000000000000000000000000000000000001,ST00000,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000002,ST00001,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000003,ST00002,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000004,ST00003,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000005,ST00004,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000006,ST00005,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000007,ST00006,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000008,ST00007,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000009,ST00008,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000a,ST00009,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000b,ST00010,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000c,ST00011,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000d,ST00012,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000e,ST00013,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000000f,ST00014,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000010,ST00015,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000011,ST00016,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000012,ST00017,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000013,ST00018,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000014,ST00019,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000015,ST00020,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000016,ST00021,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000017,ST00022,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000018,ST00023,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000019,ST00024,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001a,ST00025,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001b,ST00026,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001c,ST00027,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001d,ST00028,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001e,ST00029,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202301091702100000000000000000000000000000000000000000000000001f,ST00030,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000020,ST00031,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2023010917021000000000000000000000000000000000000000000000000021,ST00032,50000000.0,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
