tokenId,tokenName,price,tokenTypeId,updateTime
0x2022113016481000000000000000000000000000000000000000000000000001,ST00000,50023239,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000002,ST00001,52236161,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000003,ST00002,54083533,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000004,ST00003,50591285,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000005,ST00004,54268594,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000006,ST00005,52229726,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000007,ST00006,57257215,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000008,ST00007,56632041,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000009,ST00008,45784267,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000a,ST00009,44222252,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000b,ST00010,49267686,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000c,ST00011,50519056,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000d,ST00012,46356792,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000e,ST00013,56570290,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000000f,ST00014,49254530,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000010,ST00015,49987181,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000011,ST00016,46913738,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000012,ST00017,47874589,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000013,ST00018,49287861,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000014,ST00019,44684887,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000015,ST00020,51328844,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000016,ST00021,52709216,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000017,ST00022,56882964,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000018,ST00023,46696405,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000019,ST00024,44316779,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001a,ST00025,56779009,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001b,ST00026,50033638,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001c,ST00027,52737182,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001d,ST00028,49660653,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001e,ST00029,51476033,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000001f,ST00030,50306436,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000020,ST00031,56113202,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000021,ST00032,52953668,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000022,ST00033,57350208,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000023,ST00034,50841269,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000024,ST00035,51715191,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000025,ST00036,53791857,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000026,ST00037,46157038,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000027,ST00038,55513641,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000028,ST00039,51201047,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000029,ST00040,49588257,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002a,ST00041,55480249,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002b,ST00042,56798628,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002c,ST00043,56908560,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002d,ST00044,49985637,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002e,ST00045,50827960,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x202211301648100000000000000000000000000000000000000000000000002f,ST00046,55836881,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000030,ST00047,46340944,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000031,ST00048,54196882,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000032,ST00049,52070209,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000033,ST00050,45427665,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000034,ST00051,47821825,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
0x2022113016481000000000000000000000000000000000000000000000000035,ST00052,46526271,0x3078303030303100000000000000000000000000000000000000000000000000,1668054112
